UID,Char0,Char1
0,3267,0
1,3286,0
2,3277,3221
3,3277,3222
4,3277,3223
5,3277,3226
6,3277,3227
7,3277,3228
8,3277,3230
9,3277,3231
10,3277,3232
11,3277,3233
12,3277,3235
13,3277,3236
14,3277,3237
15,3277,3238
16,3277,3239
17,3277,3240
18,3277,3242
19,3277,3243
20,3277,3244
21,3277,3245
22,3277,3246
23,3277,3247
24,3277,3248
25,3277,3250
26,3277,3251
27,3277,3253
28,3277,3255
29,3277,3256
30,44,0
31,46,0
